product_id,product_name,category_id,supplier_id,unit_price,cost_price,brand,expiry_date,storage_condition,created_at,pack_info
1268,Health_Product_1268,6,4,36.38,14.72,MediCare,2026-11-11,Controlled,2025-04-12,Pack: 300ml | Strength: 50mg/5ml | Form: Liquid
1269,Health_Product_1269,9,1,238.02,144.45,PharmaCo,2029-02-10,Controlled,2025-09-02,Pack: 20 units | Form: Kit
1270,Health_Product_1270,3,2,257.23,174.98,BioZen,2026-11-08,Refrigerated,2022-02-27,Strength: 25mg / Form: Capsule / Pack: 60 caps
1271,Health_Product_1271,1,3,61.73,36.08,HealthPlus,2027-10-23,Refrigerated,2023-08-24,Pack: 60 tabs | Strength: 100mg | Form: Tablet
1272,Health_Product_1272,1,3,246.0,106.33,MediCare,2026-09-17,Controlled,2022-04-09,Form: Tablet / Pack: 100 tabs / Strength: 250mg
1273,Health_Product_1273,8,2,109.18,40.37,BioZen,2026-03-03,Controlled,2022-12-05,Pack: 100g / Form: Cream
1274,Health_Product_1274,7,3,102.58,59.25,CuraMax,2028-04-25,Ambient,2022-03-15,
1275,Health_Product_1275,2,1,77.38,28.44,MediCare,2029-12-23,Controlled,2022-07-29,Pack: 20 tabs | Strength: 250mg | Form: Tablet
1276,Health_Product_1276,8,4,123.84,71.42,VitalMeds,2026-01-26,Ambient,2022-08-20,Pack: 10g | Form: Cream
1277,Health_Product_1277,5,1,274.92,119.17,VitalMeds,2027-07-11,Ambient,2024-05-20,Form: Device | Warranty: 12m
1278,Health_Product_1278,9,4,13.79,9.44,CuraMax,2026-04-08,Refrigerated,2022-12-30,Pack: 90 units | Form: Kit
1279,Health_Product_1279,4,5,184.44,96.98,CuraMax,2026-11-13,Controlled,2024-10-01,Pack: 100g | Form: Cream
1280,Health_Product_1280,5,3,78.1,33.81,LifeLine,2029-10-10,Refrigerated,2025-06-28,Form: Device
1281,Health_Product_1281,8,4,93.2,62.04,LifeLine,2029-08-06,Refrigerated,2023-03-04,Pack: 30g | Form: Cream
1282,Health_Product_1282,9,5,125.8,55.85,VitalMeds,2027-12-02,Refrigerated,2025-03-22,
1283,Health_Product_1283,3,1,110.3,123.92,VitalMeds,2026-11-30,Ambient,2022-01-27,Pack: 20 caps | Strength: 100mg | Form: Capsule
1284,Health_Product_1284,6,1,7.22,4.76,PharmaCo,2026-05-31,Ambient,2025-05-04,Pack: 450ml | Strength: 250mg/5ml | Form: Liquid
1285,Health_Product_1285,8,5,148.93,69.14,CuraMax,2026-01-05,Ambient,2025-04-09,Form: Cream / Pack: 20g
1286,Health_Product_1286,1,1,225.44,113.12,HealthPlus,2027-03-06,Refrigerated,2024-07-23,Pack: 30 tabs / Strength: 200mg / Form: Tablet
1287,Health_Product_1287,7,4,145.8,69.79,LifeLine,2026-02-01,Ambient,2024-08-02,Form: Bandage / Pack: 30g
1288,Health_Product_1288,8,1,202.49,79.59,BioZen,2028-04-29,Refrigerated,2024-09-30,Pack: 60g
1289,Health_Product_1289,3,2,8.93,3.25,MediCare,2026-10-26,Controlled,2022-01-04,Pack: 30 caps | Strength: 25mg | Form: Capsule
1290,Health_Product_1290,7,4,182.96,113.08,VitalMeds,2027-05-29,Ambient,2025-10-16,Pack: 20g / Form: Bandage
1291,Health_Product_1291,2,3,102.53,60.36,MediCare,2027-07-26,Controlled,2024-07-22,Pack: 20 tabs | Strength: 250mg | Form: Tablet
1292,Health_Product_1292,6,5,239.26,108.74,PharmaCo,2027-05-28,Ambient,2023-07-27,Pack: 100ml / Strength: 50mg/5ml / Form: Liquid
1293,Health_Product_1293,9,5,136.53,62.72,HealthPlus,2030-01-15,Ambient,2023-10-25,Pack: 100 units | Form: Kit
1294,Health_Product_1294,7,5,144.13,100.84,CuraMax,2028-10-12,Ambient,2024-01-01,Pack: 100g | Form: Bandage
1295,Health_Product_1295,5,5,230.7,165.05,BioZen,2027-06-24,Refrigerated,2022-05-25,Form: Device | Warranty: 6m
1296,Health_Product_1296,2,1,19.08,10.02,CuraMax,2027-10-21,Ambient,2022-03-06,Pack: 60 tabs / Strength: 25mg / Form: Tablet
1297,Health_Product_1297,8,2,145.73,94.27,CuraMax,2027-05-30,Controlled,2022-03-14,Pack: 60g | Form: Cream
1298,Health_Product_1298,6,1,22.75,14.16,VitalMeds,2026-07-13,Controlled,2024-09-02,Strength: 50mg/5ml / Form: Liquid / Pack: 300ml
1299,Health_Product_1299,7,4,33.52,15.42,LifeLine,2027-03-28,Refrigerated,2025-05-12,
1300,Health_Product_1300,5,5,47.12,17.51,BioZen,2028-03-03,Ambient,2024-04-02,Form: Device | Warranty: 24m
1301,Health_Product_1301,5,5,183.56,73.93,BioZen,2026-12-28,Controlled,2024-10-25,Form: Device | Warranty: 12m
1302,Health_Product_1302,9,5,294.02,194.1,VitalMeds,2029-09-05,Refrigerated,2024-03-22,Pack: 10 units / Form: Kit
1303,Health_Product_1303,2,5,141.84,88.02,VitalMeds,2028-12-31,Ambient,2024-01-22,
1304,Health_Product_1304,9,1,217.72,129.72,CuraMax,2026-11-26,Ambient,2025-06-17,Pack: 10 units | Form: Kit
1305,Health_Product_1305,1,1,173.05,68.93,VitalMeds,2027-05-19,Ambient,2022-09-02,Strength: 25mg / Pack: 60 tabs / Form: Tablet
1306,Health_Product_1306,5,1,235.49,138.18,BioZen,2029-10-01,Ambient,2022-10-06,Form: Device / Warranty: 6m
1307,Health_Product_1307,9,3,85.63,54.43,CuraMax,2029-08-19,Refrigerated,2025-01-11,Pack: 30 units | Form: Kit
1308,Health_Product_1308,4,1,256.12,171.2,PharmaCo,2026-02-06,Controlled,2023-04-16,Pack: 10g | Form: Cream
1309,Health_Product_1309,9,5,282.11,100.12,VitalMeds,2028-08-17,Ambient,2023-09-16,Pack: 60 units | Form: Kit
1310,Health_Product_1310,8,3,19.16,11.56,BioZen,2026-04-29,Ambient,2024-11-02,Pack: 10g | Form: Cream
1311,Health_Product_1311,1,2,158.57,56.62,CuraMax,2027-05-02,Controlled,2023-06-02,Pack: 90 tabs | Strength: 200mg | Form: Tablet
1312,Health_Product_1312,9,4,223.63,136.76,VitalMeds,2028-07-07,Refrigerated,2024-11-22,Pack: 90 units | Form: Kit
1313,Health_Product_1313,1,2,94.55,55.33,CuraMax,2027-04-27,Refrigerated,2022-07-03,Pack: 20 tabs | Strength: 25mg | Form: Tablet
1314,Health_Product_1314,5,5,86.74,35.12,PharmaCo,2027-12-25,Ambient,2023-04-24,Form: Device | Warranty: 12m
1315,Health_Product_1315,2,4,112.33,71.16,CuraMax,2029-01-14,Controlled,2024-09-28,
1316,Health_Product_1316,4,5,31.91,11.98,CuraMax,2027-05-25,Controlled,2022-08-25,Form: Cream / Pack: 60g
1317,Health_Product_1317,7,1,133.66,87.65,VitalMeds,2026-09-07,Ambient,2022-12-01,Pack: 100g | Form: Bandage
1318,Health_Product_1318,5,3,170.1,220.23,VitalMeds,2026-11-20,Refrigerated,2025-10-19,Form: Device | Warranty: 12m
1319,Health_Product_1319,7,2,140.37,84.91,CuraMax,2028-11-14,Controlled,2025-11-27,Form: Bandage / Pack: 20g
1320,Health_Product_1320,6,5,101.16,69.98,MediCare,2029-02-15,Refrigerated,2022-09-07,Pack: 450ml | Strength: 200mg/5ml | Form: Liquid
1321,Health_Product_1321,1,1,133.2,63.37,LifeLine,2027-02-13,Refrigerated,2022-01-26,Strength: 25mg / Pack: 90 tabs
1322,Health_Product_1322,1,2,254.44,136.4,CuraMax,2026-06-16,Controlled,2025-11-19,Strength: 500mg / Pack: 20 tabs
1323,Health_Product_1323,1,2,259.33,135.2,VitalMeds,2028-02-09,Controlled,2023-03-31,Pack: 10 tabs | Strength: 200mg | Form: Tablet
1324,Health_Product_1324,7,4,209.57,85.57,LifeLine,2028-10-05,Ambient,2025-04-24,Pack: 20g | Form: Bandage
1325,Health_Product_1325,1,4,241.53,137.29,PharmaCo,2029-10-31,Refrigerated,2024-12-01,Pack: 90 tabs | Strength: 200mg | Form: Tablet
1326,Health_Product_1326,1,2,110.98,69.35,PharmaCo,2029-10-20,Refrigerated,2025-07-12,Pack: 30 tabs | Strength: 500mg | Form: Tablet
1327,Health_Product_1327,4,3,144.28,99.44,CuraMax,2030-01-05,Controlled,2024-04-08,Pack: 20g | Form: Cream
1328,Health_Product_1328,4,5,44.07,29.3,PharmaCo,2028-02-17,Refrigerated,2022-05-01,Pack: 60g / Form: Cream
1329,Health_Product_1329,9,5,34.03,18.33,BioZen,2026-03-15,Refrigerated,2025-10-19,Pack: 10 units / Form: Kit
1330,Health_Product_1330,3,1,292.14,179.97,HealthPlus,2026-10-04,Controlled,2022-09-15,Pack: 90 caps / Strength: 500mg / Form: Capsule
1331,Health_Product_1331,9,1,276.56,178.74,LifeLine,2027-03-08,Ambient,2023-05-28,Pack: 90 units / Form: Kit
1332,Health_Product_1332,2,1,260.57,138.78,PharmaCo,2028-03-18,Refrigerated,2022-07-11,Pack: 10 tabs | Strength: 250mg | Form: Tablet
1333,Health_Product_1333,7,5,140.57,55.2,CuraMax,2026-11-20,Ambient,2021-12-12,Pack: 100g | Form: Bandage
1334,Health_Product_1334,8,3,214.5,109.83,CuraMax,2027-12-13,Controlled,2021-12-23,Pack: 20g | Form: Cream
1335,Health_Product_1335,8,5,195.9,129.63,HealthPlus,2028-08-17,Refrigerated,2025-02-22,Pack: 90g / Form: Cream
1336,Health_Product_1336,7,5,80.03,45.68,CuraMax,2026-02-13,Refrigerated,2023-01-13,Pack: 20g | Form: Bandage
1337,Health_Product_1337,5,1,88.89,54.94,LifeLine,2028-04-08,Controlled,2024-05-07,Form: Device | Warranty: 24m
1338,Health_Product_1338,5,2,51.38,21.51,BioZen,2026-02-13,Controlled,2023-03-01,Form: Device | Warranty: 24m
1339,Health_Product_1339,2,3,93.13,65.82,CuraMax,2028-03-31,Controlled,2024-02-23,
1340,Health_Product_1340,7,2,122.17,132.82,MediCare,2027-01-02,Refrigerated,2022-09-28,Pack: 30g | Form: Bandage
1341,Health_Product_1341,4,4,136.5,80.79,PharmaCo,2028-03-18,Refrigerated,2024-06-11,Pack: 100g | Form: Cream
1342,Health_Product_1342,1,1,13.2,4.71,LifeLine,2027-03-21,Refrigerated,2025-04-18,
1343,Health_Product_1343,9,2,125.86,49.98,HealthPlus,2027-11-22,Refrigerated,2024-10-27,
1344,Health_Product_1344,7,5,169.2,108.18,PharmaCo,2026-05-24,Ambient,2025-07-16,Pack: 30g | Form: Bandage
1345,Health_Product_1345,6,5,221.7,157.0,MediCare,2026-02-25,Controlled,2025-05-05,Pack: 100ml | Strength: 100mg/5ml | Form: Liquid
1346,Health_Product_1346,2,2,107.4,50.31,MediCare,2029-02-04,Refrigerated,2022-07-05,Pack: 60 tabs / Strength: 200mg / Form: Tablet
1347,Health_Product_1347,9,1,139.34,50.69,BioZen,2029-03-15,Refrigerated,2023-08-03,Pack: 90 units | Form: Kit
1348,Health_Product_1348,1,5,210.11,101.59,HealthPlus,2026-04-19,Refrigerated,2021-11-16,Pack: 90 tabs | Strength: 500mg | Form: Tablet
1349,Health_Product_1349,1,1,122.48,43.66,BioZen,2026-03-31,Ambient,2022-08-22,Pack: 100 tabs | Strength: 50mg | Form: Tablet
1350,Health_Product_1350,1,4,93.75,39.49,BioZen,2027-03-03,Controlled,2025-01-15,Pack: 20 tabs / Strength: 650mg / Form: Tablet
1351,Health_Product_1351,6,3,236.81,148.81,HealthPlus,2029-07-16,Controlled,2022-04-19,Pack: 50ml | Strength: 650mg/5ml | Form: Liquid
1352,Health_Product_1352,7,1,284.13,197.96,LifeLine,2028-09-18,Refrigerated,2025-06-02,
1353,Health_Product_1353,4,3,279.53,106.88,BioZen,2029-10-29,Refrigerated,2022-04-16,Pack: 30g | Form: Cream
1354,Health_Product_1354,4,3,289.67,161.18,BioZen,2026-06-05,Ambient,2022-05-16,Pack: 100g | Form: Cream
1355,Health_Product_1355,3,3,272.04,120.77,HealthPlus,2026-10-29,Controlled,2025-11-20,Strength: 650mg / Pack: 90 caps / Form: Capsule
1356,Health_Product_1356,3,2,269.39,108.15,BioZen,2026-10-19,Controlled,2025-06-13,Strength: 25mg / Pack: 30 caps / Form: Capsule
1357,Health_Product_1357,3,5,230.1,99.18,HealthPlus,2026-11-30,Ambient,2024-08-25,Pack: 60 caps | Strength: 650mg | Form: Capsule
1358,Health_Product_1358,3,2,212.22,119.64,MediCare,2026-10-04,Controlled,2024-09-26,Pack: 100 caps | Strength: 500mg | Form: Capsule
1359,Health_Product_1359,9,5,168.85,63.17,VitalMeds,2027-11-03,Refrigerated,2023-06-26,Pack: 30 units
1360,Health_Product_1360,8,2,284.05,145.05,CuraMax,2027-10-13,Refrigerated,2024-02-18,Pack: 100g | Form: Cream
1361,Health_Product_1361,2,3,178.53,71.42,PharmaCo,2026-05-01,Controlled,2024-11-19,Pack: 30 tabs / Strength: 250mg
1362,Health_Product_1362,6,1,218.5,98.52,CuraMax,2029-08-17,Controlled,2022-06-18,Pack: 500ml / Strength: 650mg/5ml / Form: Liquid
1363,Health_Product_1363,2,1,12.4,5.22,LifeLine,2026-03-22,Ambient,2024-09-11,Pack: 60 tabs | Strength: 100mg | Form: Tablet
1364,Health_Product_1364,6,2,59.28,40.11,VitalMeds,2027-11-12,Controlled,2024-09-07,Pack: 300ml | Strength: 200mg/5ml | Form: Liquid
1365,Health_Product_1365,3,4,117.61,71.97,LifeLine,2026-10-21,Controlled,2022-09-01,Pack: 20 caps | Strength: 100mg | Form: Capsule
1366,Health_Product_1366,4,2,180.2,120.97,HealthPlus,2029-09-12,Ambient,2024-03-20,Form: Cream / Pack: 20g
1367,Health_Product_1367,1,5,298.01,146.59,PharmaCo,2026-03-07,Ambient,2025-03-26,Pack: 60 tabs | Strength: 25mg | Form: Tablet
1368,Health_Product_1368,7,5,34.29,15.98,VitalMeds,2026-11-01,Refrigerated,2022-08-16,
1369,Health_Product_1369,6,3,166.43,81.69,HealthPlus,2029-08-19,Controlled,2022-12-14,Pack: 150ml | Strength: 650mg/5ml | Form: Liquid
1370,Health_Product_1370,9,4,5.02,1.79,MediCare,2027-02-22,Refrigerated,2025-07-26,Pack: 10 units
1371,Health_Product_1371,3,1,281.52,174.02,HealthPlus,2026-10-08,Refrigerated,2022-05-14,Strength: 50mg / Pack: 90 caps
1372,Health_Product_1372,4,3,12.36,15.24,PharmaCo,2026-11-10,Controlled,2024-11-06,Pack: 10g | Form: Cream
1373,Health_Product_1373,6,2,120.71,56.24,VitalMeds,2026-06-26,Controlled,2024-03-21,Strength: 250mg/5ml / Pack: 300ml / Form: Liquid
1374,Health_Product_1374,8,5,228.05,130.29,VitalMeds,2026-05-09,Refrigerated,2023-04-27,Pack: 90g | Form: Cream
1375,Health_Product_1375,4,2,49.36,25.24,VitalMeds,2028-11-28,Ambient,2022-02-08,Pack: 60g | Form: Cream
1376,Health_Product_1376,6,2,185.95,132.57,MediCare,2029-03-26,Controlled,2023-09-08,Pack: 100ml | Strength: 100mg/5ml | Form: Liquid
1377,Health_Product_1377,4,2,77.62,37.4,HealthPlus,2029-04-04,Refrigerated,2022-07-13,Pack: 10g | Form: Cream
1378,Health_Product_1378,8,3,127.95,73.85,CuraMax,2029-06-20,Refrigerated,2021-12-22,Pack: 20g | Form: Cream
1379,Health_Product_1379,3,4,148.36,69.03,LifeLine,2028-12-06,Refrigerated,2023-10-18,
1380,Health_Product_1380,1,3,56.23,40.29,HealthPlus,2028-11-25,Controlled,2023-06-03,Pack: 20 tabs | Strength: 500mg | Form: Tablet
1381,Health_Product_1381,8,2,230.22,118.49,MediCare,2027-09-20,Controlled,2024-04-02,Pack: 90g | Form: Cream
1382,Health_Product_1382,8,5,122.34,71.52,VitalMeds,2028-08-07,Refrigerated,2025-11-18,Form: Cream / Pack: 10g
1383,Health_Product_1383,9,3,245.92,97.6,LifeLine,2029-07-19,Refrigerated,2023-02-09,Pack: 30 units | Form: Kit
1384,Health_Product_1384,1,2,41.97,26.07,PharmaCo,2027-04-26,Refrigerated,2022-05-14,
1385,Health_Product_1385,3,3,67.82,30.49,VitalMeds,2027-11-19,Controlled,2025-01-07,Pack: 30 caps | Strength: 50mg | Form: Capsule
1386,Health_Product_1386,9,1,146.95,75.82,CuraMax,2027-06-28,Ambient,2024-12-04,Pack: 30 units / Form: Kit
1387,Health_Product_1387,1,2,235.25,159.21,CuraMax,2028-10-19,Refrigerated,2025-08-24,Pack: 60 tabs / Strength: 200mg / Form: Tablet
1388,Health_Product_1388,5,1,113.81,80.7,PharmaCo,2028-01-09,Refrigerated,2024-09-04,Form: Device / Warranty: 24m
1389,Health_Product_1389,5,2,112.44,57.02,PharmaCo,2029-01-30,Refrigerated,2024-02-14,Form: Device / Warranty: 24m
1390,Health_Product_1390,2,3,132.81,87.51,BioZen,2028-07-17,Refrigerated,2023-03-01,Form: Tablet / Strength: 500mg / Pack: 90 tabs
1391,Health_Product_1391,8,2,159.06,58.81,HealthPlus,2027-10-14,Refrigerated,2022-09-25,Pack: 20g / Form: Cream
1392,Health_Product_1392,6,5,125.98,83.6,VitalMeds,2028-08-14,Ambient,2024-07-11,Strength: 500mg/5ml / Pack: 100ml
1393,Health_Product_1393,9,4,242.53,141.38,CuraMax,2026-03-06,Ambient,2023-05-05,Pack: 20 units | Form: Kit
1394,Health_Product_1394,7,3,235.11,124.8,BioZen,2026-12-16,Refrigerated,2025-09-27,Pack: 90g / Form: Bandage
1395,Health_Product_1395,6,4,35.02,23.79,CuraMax,2029-01-05,Controlled,2024-02-29,
1396,Health_Product_1396,9,3,257.53,170.68,BioZen,2028-12-05,Ambient,2024-12-22,Pack: 90 units / Form: Kit
1397,Health_Product_1397,9,5,34.85,16.03,BioZen,2028-09-28,Controlled,2022-02-13,
1398,Health_Product_1398,7,4,293.88,188.92,BioZen,2026-07-28,Ambient,2025-06-06,Pack: 20g
1399,Health_Product_1399,7,1,58.08,22.47,HealthPlus,2029-12-02,Ambient,2023-09-02,Pack: 30g / Form: Bandage
1400,Health_Product_1400,5,5,234.46,153.44,HealthPlus,2026-11-04,Refrigerated,2024-08-13,Form: Device | Warranty: 24m
1401,Health_Product_1401,4,2,230.08,138.03,BioZen,2027-01-06,Refrigerated,2024-03-30,Pack: 20g | Form: Cream
1402,Health_Product_1402,2,3,106.26,40.65,MediCare,2026-11-23,Controlled,2025-01-17,Pack: 10 tabs | Strength: 25mg | Form: Tablet
1403,Health_Product_1403,2,1,43.48,26.21,MediCare,2027-11-30,Ambient,2024-02-07,Form: Tablet / Pack: 60 tabs / Strength: 25mg
1404,Health_Product_1404,7,2,41.34,23.35,PharmaCo,2028-10-15,Controlled,2023-09-03,Pack: 90g | Form: Bandage
1405,Health_Product_1405,9,2,183.48,104.58,BioZen,2027-09-02,Refrigerated,2024-07-01,Pack: 90 units
1406,Health_Product_1406,2,5,44.07,20.17,CuraMax,2026-02-17,Ambient,2024-01-18,Pack: 100 tabs | Strength: 250mg | Form: Tablet
1407,Health_Product_1407,9,3,62.58,28.07,MediCare,2026-04-27,Ambient,2025-04-11,Pack: 20 units | Form: Kit
1408,Health_Product_1408,9,2,200.96,127.03,VitalMeds,2028-11-02,Refrigerated,2022-07-22,Pack: 10 units / Form: Kit
1409,Health_Product_1409,4,2,227.44,101.22,VitalMeds,2025-12-14,Ambient,2025-04-09,Pack: 60g / Form: Cream
1410,Health_Product_1410,7,1,160.35,82.6,BioZen,2028-08-14,Controlled,2023-11-26,Pack: 100g | Form: Bandage
1411,Health_Product_1411,8,4,200.58,121.77,HealthPlus,2028-04-06,Ambient,2022-07-26,Pack: 20g | Form: Cream
1412,Health_Product_1412,2,3,86.76,32.92,LifeLine,2029-09-26,Refrigerated,2022-10-25,Pack: 20 tabs | Strength: 100mg | Form: Tablet
1413,Health_Product_1413,3,2,43.03,24.53,PharmaCo,2026-11-08,Ambient,2025-11-07,Pack: 20 caps | Strength: 50mg | Form: Capsule
1414,Health_Product_1414,5,1,149.86,171.86,LifeLine,2026-09-23,Ambient,2024-02-28,Form: Device | Warranty: 6m
1415,Health_Product_1415,4,3,243.19,146.68,VitalMeds,2029-04-25,Ambient,2025-05-05,Pack: 10g | Form: Cream
1416,Health_Product_1416,7,3,263.2,128.15,CuraMax,2026-01-04,Ambient,2022-08-15,Pack: 10g / Form: Bandage
1417,Health_Product_1417,5,2,232.01,119.75,PharmaCo,2028-08-31,Ambient,2023-12-21,Form: Device / Warranty: 6m
1418,Health_Product_1418,2,2,195.33,92.21,MediCare,2028-05-27,Controlled,2022-02-17,Pack: 30 tabs | Strength: 500mg | Form: Tablet
1419,Health_Product_1419,4,2,72.14,46.82,BioZen,2026-04-20,Controlled,2024-05-22,Pack: 60g | Form: Cream
1420,Health_Product_1420,7,3,45.11,17.97,MediCare,2028-06-01,Controlled,2023-01-24,Pack: 30g | Form: Bandage
1421,Health_Product_1421,4,5,149.89,105.87,CuraMax,2027-03-30,Controlled,2024-05-03,Pack: 10g | Form: Cream
1422,Health_Product_1422,9,4,78.41,45.86,MediCare,2027-03-09,Ambient,2024-02-29,Pack: 30 units | Form: Kit
1423,Health_Product_1423,4,3,219.25,148.69,LifeLine,2027-04-26,Refrigerated,2025-10-02,Pack: 10g
1424,Health_Product_1424,1,5,171.63,87.14,CuraMax,2029-08-03,Refrigerated,2024-10-18,Pack: 100 tabs | Strength: 650mg | Form: Tablet
1425,Health_Product_1425,6,2,261.7,123.77,PharmaCo,2026-02-01,Controlled,2025-04-28,Pack: 100ml | Strength: 25mg/5ml | Form: Liquid
1426,Health_Product_1426,2,4,116.83,79.83,LifeLine,2026-10-02,Ambient,2022-01-25,Pack: 30 tabs | Strength: 100mg | Form: Tablet
1427,Health_Product_1427,4,2,246.79,95.4,VitalMeds,2026-02-04,Refrigerated,2024-02-04,Pack: 30g | Form: Cream
1428,Health_Product_1428,7,2,52.49,20.65,BioZen,2028-09-18,Controlled,2022-10-31,Pack: 90g | Form: Bandage
1429,Health_Product_1429,5,2,89.52,41.25,CuraMax,2027-08-13,Ambient,2022-01-04,Form: Device / Warranty: 24m
1430,Health_Product_1430,7,3,249.14,175.67,BioZen,2027-03-11,Ambient,2025-03-19,Pack: 90g | Form: Bandage
1431,Health_Product_1431,8,4,279.48,163.28,MediCare,2028-05-02,Controlled,2022-03-11,Pack: 100g | Form: Cream
1432,Health_Product_1432,4,1,200.69,111.39,HealthPlus,2027-05-24,Ambient,2025-02-18,Pack: 20g | Form: Cream
1433,Health_Product_1433,3,4,101.94,62.28,MediCare,2026-12-17,Refrigerated,2025-02-08,Pack: 10 caps / Strength: 200mg / Form: Capsule
1434,Health_Product_1434,8,4,157.2,79.3,HealthPlus,2028-12-09,Ambient,2025-07-14,Pack: 20g | Form: Cream
1435,Health_Product_1435,4,2,262.7,165.63,BioZen,2026-07-10,Controlled,2023-11-15,Pack: 10g / Form: Cream
1436,Health_Product_1436,6,2,26.96,13.36,HealthPlus,2027-02-21,Controlled,2022-04-19,Pack: 150ml | Strength: 25mg/5ml | Form: Liquid
1437,Health_Product_1437,2,2,268.15,322.04,HealthPlus,2026-12-12,Ambient,2024-10-01,Pack: 100 tabs | Strength: 250mg | Form: Tablet
1438,Health_Product_1438,3,3,174.55,78.36,BioZen,2026-09-30,Controlled,2023-04-21,Pack: 20 caps | Strength: 200mg | Form: Capsule
1439,Health_Product_1439,3,3,178.91,80.99,CuraMax,2026-11-08,Controlled,2022-03-30,Form: Capsule / Pack: 90 caps / Strength: 100mg
1440,Health_Product_1440,1,3,295.14,160.34,BioZen,2027-03-16,Ambient,2023-04-15,Pack: 90 tabs / Strength: 200mg / Form: Tablet
1441,Health_Product_1441,9,3,50.53,25.74,PharmaCo,2029-05-13,Controlled,2024-07-30,Form: Kit / Pack: 90 units
1442,Health_Product_1442,4,5,66.89,39.45,CuraMax,2029-01-22,Controlled,2024-07-14,Pack: 90g / Form: Cream
1443,Health_Product_1443,9,4,252.07,122.2,LifeLine,2028-09-28,Refrigerated,2024-12-19,Pack: 10 units | Form: Kit
1444,Health_Product_1444,8,3,195.67,85.18,PharmaCo,2026-12-07,Controlled,2021-11-24,Pack: 60g
1445,Health_Product_1445,7,4,262.56,137.54,HealthPlus,2026-09-25,Refrigerated,2023-07-03,Pack: 10g | Form: Bandage
1446,Health_Product_1446,7,4,12.5,6.97,LifeLine,2029-10-15,Refrigerated,2025-03-26,Pack: 60g / Form: Bandage
1447,Health_Product_1447,1,5,96.65,38.93,MediCare,2026-06-18,Ambient,2025-07-09,Pack: 100 tabs | Strength: 50mg | Form: Tablet
1448,Health_Product_1448,6,5,125.82,69.95,MediCare,2029-10-15,Refrigerated,2023-04-23,Pack: 500ml | Strength: 200mg/5ml | Form: Liquid
1449,Health_Product_1449,7,5,255.16,119.45,LifeLine,2027-10-22,Ambient,2023-08-15,Pack: 20g | Form: Bandage
1450,Health_Product_1450,3,4,214.59,106.27,VitalMeds,2026-11-25,Controlled,2025-09-19,Pack: 60 caps | Strength: 250mg | Form: Capsule
1451,Health_Product_1451,2,3,238.93,108.32,VitalMeds,2029-09-02,Refrigerated,2025-04-03,Pack: 60 tabs | Strength: 100mg | Form: Tablet
1452,Health_Product_1452,2,1,295.22,205.07,CuraMax,2026-06-12,Refrigerated,2022-08-24,Pack: 60 tabs / Strength: 200mg
1453,Health_Product_1453,2,2,197.77,119.22,LifeLine,2028-03-03,Controlled,2024-03-30,Pack: 60 tabs | Strength: 25mg | Form: Tablet
1454,Health_Product_1454,6,1,47.1,21.06,PharmaCo,2026-10-12,Refrigerated,2021-12-13,Pack: 450ml | Strength: 200mg/5ml | Form: Liquid
1455,Health_Product_1455,3,4,152.53,89.79,CuraMax,2026-12-31,Controlled,2023-11-13,Strength: 500mg / Pack: 60 caps / Form: Capsule
1456,Health_Product_1456,4,2,199.21,132.27,MediCare,2029-11-26,Refrigerated,2024-08-25,
1457,Health_Product_1457,3,2,292.08,359.72,HealthPlus,2026-11-11,Ambient,2024-04-20,Pack: 10 caps | Strength: 25mg | Form: Capsule
1458,Health_Product_1458,8,5,35.99,23.65,CuraMax,2028-04-12,Ambient,2022-10-09,Pack: 100g | Form: Cream
1459,Health_Product_1459,6,3,73.49,29.92,HealthPlus,2028-09-20,Controlled,2023-12-07,Pack: 50ml | Strength: 25mg/5ml | Form: Liquid
1460,Health_Product_1460,7,2,22.99,15.05,BioZen,2028-06-13,Controlled,2022-05-31,Pack: 100g | Form: Bandage
1461,Health_Product_1461,1,5,46.21,25.41,PharmaCo,2029-09-16,Ambient,2021-11-27,Strength: 200mg / Pack: 10 tabs
1462,Health_Product_1462,5,3,270.38,116.94,PharmaCo,2027-06-28,Controlled,2024-06-12,Form: Device | Warranty: 12m
1463,Health_Product_1463,7,3,216.97,108.62,MediCare,2028-05-12,Controlled,2023-04-14,Pack: 10g | Form: Bandage
1464,Health_Product_1464,6,1,140.5,100.54,LifeLine,2026-10-27,Ambient,2022-11-01,Pack: 50ml | Strength: 25mg/5ml | Form: Liquid
1465,Health_Product_1465,6,3,268.5,171.82,VitalMeds,2029-11-27,Controlled,2021-12-08,Pack: 150ml / Strength: 650mg/5ml / Form: Liquid
1466,Health_Product_1466,9,5,188.19,105.91,MediCare,2027-02-04,Ambient,2022-09-28,Pack: 10 units | Form: Kit
1467,Health_Product_1467,5,2,29.87,11.73,PharmaCo,2028-08-05,Controlled,2023-06-24,Form: Device
1468,Health_Product_1468,3,4,101.7,51.32,CuraMax,2026-11-17,Controlled,2022-04-28,Pack: 90 caps | Strength: 650mg | Form: Capsule
1469,Health_Product_1469,5,1,229.4,102.62,BioZen,2030-01-18,Refrigerated,2022-04-15,
1470,Health_Product_1470,3,5,251.79,94.74,VitalMeds,2026-12-15,Refrigerated,2024-07-07,Strength: 200mg / Pack: 30 caps / Form: Capsule
